,TMC,TMC_HERE,lat_x,lon_x,label
1619,112P11230,112P11230,29.797875,-95.751855,9
1620,112+11232,112P11232,29.824405,-95.75317,9
1621,112P11232,112P11232,29.824405,-95.75317,9
1622,112+11237,112P11237,29.76438,-95.720555,9
1623,112P11237,112P11237,29.76438,-95.720555,9
1624,112+11238,112P11238,29.78043,-95.71891,9
1625,112P11238,112P11238,29.78043,-95.71891,9
1626,112+11239,112P11239,29.792959999999997,-95.719015,9
1627,112+11240,112P11240,29.8076,-95.719765,9
1628,112P11240,112P11240,29.8076,-95.719765,9
1629,112+11241,112P11241,29.82306,-95.720165,9
1630,112P11241,112P11241,29.82306,-95.720165,9
1631,112+11248,112P11248,29.7306,-95.710375,9
1632,112+11249,112P11249,29.728995,-95.66914,9
1633,112P11249,112P11249,29.728995,-95.66914,9
1634,112+11254,112P11254,29.772779999999997,-95.789135,9
1635,112P11254,112P11254,29.772779999999997,-95.789135,9
1636,112+11255,112P11255,29.773325,-95.764165,9
1637,112P11255,112P11255,29.773325,-95.764165,9
1638,112+11256,112P11256,29.775355,-95.743585,9
1639,112P11256,112P11256,29.775355,-95.743585,9
1640,112+11257,112P11257,29.7756,-95.72718,9
1641,112P11257,112P11257,29.7756,-95.72718,9
1642,112+11258,112P11258,29.775840000000002,-95.703535,9
1643,112P11258,112P11258,29.775840000000002,-95.703535,9
1644,112+11260,112P11260,29.781095,-95.68820500000001,9
1645,112P11260,112P11260,29.781095,-95.68820500000001,9
1646,112+11261,112P11261,29.7929,-95.68831,9
1647,112+11262,112P11262,29.806334999999997,-95.687605,9
1648,112P11262,112P11262,29.806334999999997,-95.687605,9
1649,112+11263,112P11263,29.821755000000003,-95.68589,9
1650,112P11263,112P11263,29.821755000000003,-95.68589,9
1651,112+11270,112P11270,29.94455,-95.67754000000001,9
1652,112P11270,112P11270,29.94455,-95.67754000000001,9
1653,112+11276,112P11276,29.801900000000003,-95.76341,9
1654,112P11276,112P11276,29.801900000000003,-95.76341,9
1655,112+11280,112P11280,29.791590000000003,-95.776575,10
1656,112P11280,112P11280,29.791590000000003,-95.776575,10
1657,112+11281,112P11281,29.802635,-95.775075,10
1658,112P11281,112P11281,29.802635,-95.775075,10
1659,112+11283,112P11283,29.831545,-95.77218,9
1660,112P11283,112P11283,29.831545,-95.77218,9
1661,112+11284,112P11284,29.831390000000006,-95.73704,9
1662,112P11284,112P11284,29.831390000000006,-95.73704,9
1663,112+11285,112P11285,29.831115000000004,-95.711065,9
1664,112P11285,112P11285,29.831115000000004,-95.711065,9
1665,112+11286,112P11286,29.831084999999998,-95.69360999999999,9
1666,112P11286,112P11286,29.831084999999998,-95.69360999999999,9
1667,112+11287,112P11287,29.831115000000004,-95.673285,9
1668,112+11288,112P11288,29.833545,-95.653635,9
1669,112+11289,112P11289,29.834840000000003,-95.62526,9
1670,112+11290,112P11290,29.832765,-95.58741500000001,9
1671,112+11291,112P11291,29.831825,-95.566615,9
1672,112P11291,112P11291,29.831825,-95.566615,9
1673,112+11292,112P11292,29.83201,-95.55426,9
1674,112P11292,112P11292,29.83201,-95.55426,9
1675,112+11293,112P11293,29.832309999999996,-95.534425,9
1676,112P11293,112P11293,29.832309999999996,-95.534425,9
1677,112+11294,112P11294,29.833029999999997,-95.514125,9
1678,112P11294,112P11294,29.833029999999997,-95.514125,9
1679,112+11297,112P11297,29.6397,-95.5292,6
1680,112P11297,112P11297,29.6397,-95.5292,6
1681,112+11298,112P11298,29.648875,-95.52789,6
1682,112P11298,112P11298,29.648875,-95.52789,6
1683,112+11299,112P11299,29.663595,-95.52801,6
1684,112P11299,112P11299,29.663595,-95.52801,6
1685,112+11300,112P11300,29.67423,-95.528205,6
1686,112P11300,112P11300,29.67423,-95.528205,6
1687,112+11301,112P11301,29.682645,-95.529625,6
1688,112P11301,112P11301,29.682645,-95.529625,6
1689,112+11302,112P11302,29.68975,-95.53305999999999,9
1690,112P11302,112P11302,29.68975,-95.53305999999999,9
1691,112+11303,112P11303,29.698170000000005,-95.53656,9
1692,112P11303,112P11303,29.698170000000005,-95.53656,9
1693,112+11304,112P11304,29.711405,-95.53842,9
1694,112+11305,112P11305,29.718785,-95.538945,9
1695,112P11305,112P11305,29.718785,-95.538945,9
1696,112+11306,112P11306,29.72383,-95.53902,9
1697,112P11306,112P11306,29.72383,-95.53902,9
1698,112+11307,112P11307,29.73253,-95.538925,9
1699,112+11308,112P11308,29.742409999999996,-95.53858000000001,9
1700,112P11308,112P11308,29.742409999999996,-95.53858000000001,9
1701,112+11309,112P11309,29.755695,-95.54141,9
1702,112+11310,112P11310,29.774459999999998,-95.5442,9
1703,112P11310,112P11310,29.774459999999998,-95.5442,9
1704,112+11311,112P11311,29.789685,-95.5443,9
1705,112+11312,112P11312,29.803510000000006,-95.54491,9
1706,112P11312,112P11312,29.803510000000006,-95.54491,9
1707,112+11313,112P11313,29.817755,-95.545205,9
1708,112P11313,112P11313,29.817755,-95.545205,9
1709,112+11314,112P11314,29.827534999999997,-95.54525,9
1710,112P11314,112P11314,29.827534999999997,-95.54525,9
1711,112+11315,112P11315,29.841209999999997,-95.54516,9
1712,112+11316,112P11316,29.855890000000002,-95.544595,9
1713,112+11317,112P11317,29.86449,-95.54244,9
1714,112P11317,112P11317,29.86449,-95.54244,9
1715,112+11318,112P11318,29.868965000000003,-95.540685,9
1716,112+11323,112P11323,29.678090000000005,-95.495885,6
1717,112P11323,112P11323,29.678090000000005,-95.495885,6
1718,112+11324,112P11324,29.678285,-95.48469,6
1719,112P11324,112P11324,29.678285,-95.48469,6
1720,112+11325,112P11325,29.679995,-95.467335,6
1721,112P11325,112P11325,29.679995,-95.467335,6
1722,112+11327,112P11327,29.67342,-95.53274,6
1723,112P11327,112P11327,29.67342,-95.53274,6
1724,112+11328,112P11328,29.6734,-95.518325,6
1725,112P11328,112P11328,29.6734,-95.518325,6
1726,112+11329,112P11329,29.676430000000003,-95.50397,6
1727,112+11330,112P11330,29.67744,-95.496375,6
1728,112P11330,112P11330,29.67744,-95.496375,6
1729,112+11331,112P11331,29.677184999999994,-95.4849,6
1730,112P11331,112P11331,29.677184999999994,-95.4849,6
1731,112+11332,112P11332,29.67809,-95.467945,6
1732,112P11332,112P11332,29.67809,-95.467945,6
1733,112+11334,112P11334,29.625805,-95.501185,6
1734,112P11334,112P11334,29.625805,-95.501185,6
1735,112+11335,112P11335,29.627005,-95.480085,6
1736,112P11335,112P11335,29.627005,-95.480085,6
1737,112+11336,112P11336,29.627359999999996,-95.45559,6
1738,112P11336,112P11336,29.627359999999996,-95.45559,6
1739,112+11337,112P11337,29.627605,-95.42989,6
1740,112P11337,112P11337,29.627605,-95.42989,6
1741,112+11341,112P11341,29.60909,-95.470645,6
1742,112P11341,112P11341,29.60909,-95.470645,6
1743,112+11342,112P11342,29.612695,-95.45530500000001,6
1744,112P11342,112P11342,29.612695,-95.45530500000001,6
1745,112+11343,112P11343,29.6134,-95.43269,6
1746,112P11343,112P11343,29.6134,-95.43269,6
1747,112+11345,112P11345,29.605945,-95.45493499999999,0
1748,112P11345,112P11345,29.605945,-95.45493499999999,0
1749,112+11346,112P11346,29.606215000000002,-95.43417,0
1750,112+11347,112P11347,29.60646,-95.41374,0
1751,112P11347,112P11347,29.60646,-95.41374,0
1752,112+11349,112P11349,29.60981,-95.44583,0
1753,112P11349,112P11349,29.60981,-95.44583,0
1754,112+11350,112P11350,29.6207,-95.445945,6
1755,112P11350,112P11350,29.6207,-95.445945,6
1756,112+11351,112P11351,29.634584999999998,-95.44621500000001,6
1757,112P11351,112P11351,29.634584999999998,-95.44621500000001,6
1758,112+11352,112P11352,29.64767,-95.44655,6
1759,112P11352,112P11352,29.64767,-95.44655,6
1760,112+11354,112P11354,29.62363,-95.34009,0
1761,112P11354,112P11354,29.62363,-95.34009,0
1762,112+11355,112P11355,29.634940000000004,-95.338065,3
1763,112P11355,112P11355,29.634940000000004,-95.338065,3
1764,112+11356,112P11356,29.651295,-95.33658,3
1765,112+11357,112P11357,29.662535,-95.33675500000001,3
1766,112P11357,112P11357,29.662535,-95.33675500000001,3
1767,112+11358,112P11358,29.670925,-95.336725,3
1768,112+11359,112P11359,29.680709999999998,-95.338655,3
1769,112P11359,112P11359,29.680709999999998,-95.338655,3
1770,112+11360,112P11360,29.691975,-95.338805,3
1771,112P11360,112P11360,29.691975,-95.338805,3
1772,112+11361,112P11361,29.703565,-95.33626,3
1773,112P11361,112P11361,29.703565,-95.33626,3
1774,112+11362,112P11362,29.712509999999998,-95.337925,3
1775,112P11362,112P11362,29.712509999999998,-95.337925,3
1776,112+11363,112P11363,29.643015000000005,-95.39688000000001,6
1777,112P11363,112P11363,29.643015000000005,-95.39688000000001,6
1778,112+11364,112P11364,29.64555,-95.37137,6
1779,112+11365,112P11365,29.645715000000003,-95.346475,3
1780,112P11365,112P11365,29.645715000000003,-95.346475,3
1781,112+11366,112P11366,29.644809999999996,-95.32443,3
1782,112P11366,112P11366,29.644809999999996,-95.32443,3
1783,112+11367,112P11367,29.650785,-95.30044,3
1784,112P11367,112P11367,29.650785,-95.30044,3
1785,112+11368,112P11368,29.656795,-95.28242,3
1786,112P11368,112P11368,29.656795,-95.28242,3
1787,112+11370,112P11370,29.654009999999996,-95.257595,3
1788,112P11370,112P11370,29.654009999999996,-95.257595,3
1789,112+11371,112P11371,29.630940000000002,-95.368155,6
1790,112P11371,112P11371,29.630940000000002,-95.368155,6
1791,112+11372,112P11372,29.651775,-95.36814,3
1792,112P11372,112P11372,29.651775,-95.36814,3
1793,112+11373,112P11373,29.6639,-95.367995,3
1794,112P11373,112P11373,29.6639,-95.367995,3
1795,112+11374,112P11374,29.674465,-95.367475,6
1796,112P11374,112P11374,29.674465,-95.367475,6
1797,112+11375,112P11375,29.68035,-95.366625,3
1798,112P11375,112P11375,29.68035,-95.366625,3
1799,112+11376,112P11376,29.687415,-95.36398,3
1800,112+11377,112P11377,29.69797,-95.360505,3
1801,112P11377,112P11377,29.69797,-95.360505,3
1802,112+11378,112P11378,29.7063,-95.35785,4
1803,112+11379,112P11379,29.71354,-95.354985,4
1804,112+11380,112P11380,29.72237,-95.351725,4
1805,112P11380,112P11380,29.72237,-95.351725,4
1806,112+11381,112P11381,29.7325,-95.3482,2
1807,112P11381,112P11381,29.7325,-95.3482,2
1808,112+11382,112P11382,29.738175,-95.34619,2
1809,112+11383,112P11383,29.74128,-95.344935,2
1810,112P11383,112P11383,29.74128,-95.344935,2
1811,112+11385,112P11385,29.65755,-95.39419,6
1812,112P11385,112P11385,29.65755,-95.39419,6
1813,112+11386,112P11386,29.657935,-95.37724,6
1814,112P11386,112P11386,29.657935,-95.37724,6
1815,112+11387,112P11387,29.65828,-95.36171,3
1816,112+11388,112P11388,29.658490000000004,-95.345945,3
1817,112P11388,112P11388,29.658490000000004,-95.345945,3
1818,112+11390,112P11390,29.625860000000007,-95.27592,3
1819,112P11390,112P11390,29.625860000000007,-95.27592,3
1820,112+11391,112P11391,29.626715000000004,-95.25755500000001,3
1821,112P11391,112P11391,29.626715000000004,-95.25755500000001,3
1822,112+11392,112P11392,29.627365000000005,-95.237525,3
1823,112P11392,112P11392,29.627365000000005,-95.237525,3
1824,112+11393,112P11393,29.627725,-95.223835,0
1825,112P11393,112P11393,29.627725,-95.223835,0
1826,112+11395,112P11395,29.611325,-95.25815,3
1827,112P11395,112P11395,29.611325,-95.25815,3
1828,112+11396,112P11396,29.61112,-95.238825,3
1829,112P11396,112P11396,29.61112,-95.238825,3
1830,112+11397,112P11397,29.614390000000004,-95.22104499999999,3
1831,112P11397,112P11397,29.614390000000004,-95.22104499999999,3
1832,112+11398,112P11398,29.619955,-95.205885,3
1833,112P11398,112P11398,29.619955,-95.205885,3
1834,112+11399,112P11399,29.606340000000003,-95.26635,3
1835,112P11399,112P11399,29.606340000000003,-95.26635,3
1836,112+11400,112P11400,29.6192,-95.26657,3
1837,112P11400,112P11400,29.6192,-95.26657,3
1838,112+11401,112P11401,29.634865,-95.265695,3
1839,112+11402,112P11402,29.649415,-95.264315,3
1840,112P11402,112P11402,29.649415,-95.264315,3
1841,112+11403,112P11403,29.662365,-95.26310500000001,3
1842,112P11403,112P11403,29.662365,-95.26310500000001,3
1843,112+11405,112P11405,29.63407,-95.24587,3
1844,112P11405,112P11405,29.63407,-95.24587,3
1845,112+11409,112P11409,29.61107,-95.301735,3
1846,112+11410,112P11410,29.6334,-95.30841,3
1847,112P11410,112P11410,29.6334,-95.30841,3
1848,112+11411,112P11411,29.656115000000003,-95.315185,3
1849,112P11411,112P11411,29.656115000000003,-95.315185,3
1850,112+11412,112P11412,29.672025,-95.31994,3
1851,112+11413,112P11413,29.68503,-95.323825,3
1852,112P11413,112P11413,29.68503,-95.323825,3
1853,112+11414,112P11414,29.69383,-95.32646,3
1854,112P11414,112P11414,29.69383,-95.32646,3
1855,112+11416,112P11416,29.63268,-95.19445,3
1856,112+11417,112P11417,29.64493,-95.20049,3
1857,112P11417,112P11417,29.64493,-95.20049,3
1858,112+11421,112P11421,29.6856,-95.23105,3
1859,112+11422,112P11422,29.6984,-95.239875,3
1860,112P11422,112P11422,29.6984,-95.239875,3
1861,112+11423,112P11423,29.70734,-95.24587,0
1862,112P11423,112P11423,29.70734,-95.24587,0
1863,112+11433,112P11433,29.63365,-95.189045,0
1864,112+11447,112P11447,29.626534999999997,-95.18355,3
1865,112P11447,112P11447,29.626534999999997,-95.18355,3
1866,112+11448,112P11448,29.630779999999998,-95.156255,3
1867,112P11448,112P11448,29.630779999999998,-95.156255,3
1868,112+11449,112P11449,29.633195,-95.1249,3
1869,112P11449,112P11449,29.633195,-95.1249,3
1870,112+11460,112P11460,29.643179999999997,-95.237995,3
1871,112+11461,112P11461,29.646505000000005,-95.227085,3
1872,112+11462,112P11462,29.649385,-95.21455999999999,3
1873,112P11462,112P11462,29.649385,-95.21455999999999,3
1874,112+11475,112P11475,29.531845,-95.150605,3
1875,112P11475,112P11475,29.531845,-95.150605,3
1876,112+11477,112P11477,29.551795000000002,-95.12434499999999,3
1877,112P11477,112P11477,29.551795000000002,-95.12434499999999,3
1878,112+11478,112P11478,29.557835,-95.11784499999999,3
1879,112+11479,112P11479,29.566645,-95.112425,3
1880,112P11479,112P11479,29.566645,-95.112425,3
1881,112+11480,112P11480,29.579115,-95.105815,3
1882,112P11480,112P11480,29.579115,-95.105815,3
1883,112+11481,112P11481,29.587725,-95.10228000000001,3
1884,112P11481,112P11481,29.587725,-95.10228000000001,3
1885,112+11489,112P11489,29.55823,-95.14641999999999,3
1886,112+11490,112P11490,29.564790000000002,-95.136465,3
1887,112P11490,112P11490,29.564790000000002,-95.136465,3
1888,112+11491,112P11491,29.572645,-95.127095,3
1889,112P11491,112P11491,29.572645,-95.127095,3
1890,112+11492,112P11492,29.585645,-95.12018,0
1891,112+11493,112P11493,29.599490000000003,-95.12136,0
1892,112P11493,112P11493,29.599490000000003,-95.12136,0
1893,112+11495,112P11495,29.582395,-95.15273,3
1894,112P11495,112P11495,29.582395,-95.15273,3
1895,112+11496,112P11496,29.588255,-95.14294,3
1896,112P11496,112P11496,29.588255,-95.14294,3
1897,112+11497,112P11497,29.598525,-95.13106,0
1898,112+11498,112P11498,29.606345,-95.116195,0
1899,112P11498,112P11498,29.606345,-95.116195,0
1900,112+11502,112P11502,29.56353,-95.17425,3
1901,112P11502,112P11502,29.56353,-95.17425,3
1902,112+11503,112P11503,29.57504,-95.163115,3
1903,112P11503,112P11503,29.57504,-95.163115,3
1904,112+11505,112P11505,29.579175,-95.21951,3
1905,112P11505,112P11505,29.579175,-95.21951,3
1906,112+11506,112P11506,29.588775,-95.208825,3
1907,112P11506,112P11506,29.588775,-95.208825,3
1908,112+11507,112P11507,29.596355,-95.200285,3
1909,112P11507,112P11507,29.596355,-95.200285,3
1910,112+11508,112P11508,29.604740000000003,-95.19075,3
1911,112P11508,112P11508,29.604740000000003,-95.19075,3
1912,112+11510,112P11510,29.588759999999997,-95.228565,3
1913,112P11510,112P11510,29.588759999999997,-95.228565,3
1914,112+11511,112P11511,29.59678,-95.21899499999999,3
1915,112P11511,112P11511,29.59678,-95.21899499999999,3
1916,112+11514,112P11514,29.59335,-95.24145,3
1917,112P11514,112P11514,29.59335,-95.24145,3
1918,112+11515,112P11515,29.606109999999997,-95.24877,3
1919,112P11515,112P11515,29.606109999999997,-95.24877,3
1920,112+11516,112P11516,29.619090000000003,-95.24914,3
1921,112P11516,112P11516,29.619090000000003,-95.24914,3
1922,112+11520,112P11520,29.608085,-95.354315,3
1923,112+11521,112P11521,29.622125,-95.355365,3
1924,112P11521,112P11521,29.622125,-95.355365,3
1925,112+11522,112P11522,29.637705000000004,-95.35586500000001,3
1926,112P11522,112P11522,29.637705000000004,-95.35586500000001,3
1927,112+11523,112P11523,29.653125,-95.355835,3
1928,112P11523,112P11523,29.653125,-95.355835,3
1929,112+11524,112P11524,29.66382,-95.355575,3
1930,112P11524,112P11524,29.66382,-95.355575,3
1931,112+11525,112P11525,29.675425,-95.35575,3
1932,112P11525,112P11525,29.675425,-95.35575,3
1933,112+11526,112P11526,29.682230000000004,-95.355855,3
1934,112+11527,112P11527,29.686965,-95.354345,3
1935,112+11528,112P11528,29.6965,-95.35065999999999,3
1936,112P11528,112P11528,29.6965,-95.35065999999999,3
1937,112+11529,112P11529,29.703004999999997,-95.3486,3
1938,112P11529,112P11529,29.703004999999997,-95.3486,3
1939,112+11530,112P11530,29.70717,-95.34898,0
1940,112P11530,112P11530,29.70717,-95.34898,0
1941,112+11533,112P11533,29.844084999999996,-95.22535,0
1942,112+11537,112P11537,29.775225,-95.12435500000001,5
1943,112P11537,112P11537,29.775225,-95.12435500000001,5
1944,112+11545,112P11545,29.788865,-95.20987,5
1945,112P11545,112P11545,29.788865,-95.20987,5
1946,112+11546,112P11546,29.791529999999998,-95.19454,5
1947,112P11546,112P11546,29.791529999999998,-95.19454,5
1948,112+11547,112P11547,29.791165000000003,-95.17386,5
1949,112P11547,112P11547,29.791165000000003,-95.17386,5
1950,112+11551,112P11551,29.776855,-95.18659,3
1951,112+11552,112P11552,29.787245,-95.18685,5
1952,112+11553,112P11553,29.799040000000005,-95.18462,5
1953,112P11553,112P11553,29.799040000000005,-95.18462,5
1954,112+11554,112P11554,29.818420000000003,-95.182345,5
1955,112P11554,112P11554,29.818420000000003,-95.182345,5
1956,112+11558,112P11558,29.866405,-95.664185,9
1957,112+11559,112P11559,29.866690000000002,-95.6378,9
1958,112P11559,112P11559,29.866690000000002,-95.6378,9
1959,112+11560,112P11560,29.86444,-95.61924,9
1960,112+11561,112P11561,29.865129999999997,-95.58864,9
1961,112+11562,112P11562,29.867234999999997,-95.56633000000001,9
1962,112P11562,112P11562,29.867234999999997,-95.56633000000001,9
1963,112+11563,112P11563,29.867415,-95.55796,9
1964,112+11564,112P11564,29.869515000000003,-95.54915,9
1965,112P11564,112P11564,29.869515000000003,-95.54915,9
1966,112+11566,112P11566,29.868015000000003,-95.53185,9
1967,112P11566,112P11566,29.868015000000003,-95.53185,9
1968,112+11567,112P11567,29.865479999999998,-95.514965,9
1969,112P11567,112P11567,29.865479999999998,-95.514965,9
1970,112+11568,112P11568,29.865609999999997,-95.49682,9
1971,112P11568,112P11568,29.865609999999997,-95.49682,9
1972,112+11569,112P11569,29.865595000000003,-95.483615,9
1973,112P11569,112P11569,29.865595000000003,-95.483615,9
1974,112+11570,112P11570,29.864395000000002,-95.476895,9
1975,112P11570,112P11570,29.864395000000002,-95.476895,9
1976,112+11571,112P11571,29.863359999999997,-95.46605,1
1977,112P11571,112P11571,29.863359999999997,-95.46605,1
1978,112+11572,112P11572,29.86352,-95.44345,5
1979,112P11572,112P11572,29.86352,-95.44345,5
1980,112+11573,112P11573,29.866425,-95.420295,5
1981,112P11573,112P11573,29.866425,-95.420295,5
1982,112+11574,112P11574,29.869535,-95.40989499999999,5
1983,112P11574,112P11574,29.869535,-95.40989499999999,5
1984,112+11575,112P11575,29.869909999999997,-95.3961,5
1985,112+11576,112P11576,29.870345,-95.37369,5
1986,112P11576,112P11576,29.870345,-95.37369,5
1987,112+11577,112P11577,29.870775,-95.35714499999999,5
1988,112+11578,112P11578,29.870395000000002,-95.340535,5
1989,112P11578,112P11578,29.870395000000002,-95.340535,5
1990,112+11579,112P11579,29.870009999999997,-95.32211,5
1991,112+11580,112P11580,29.87068,-95.30773,5
1992,112+11581,112P11581,29.871450000000006,-95.29097,5
1993,112P11581,112P11581,29.871450000000006,-95.29097,5
1994,112+11582,112P11582,29.8718,-95.271975,5
1995,112P11582,112P11582,29.8718,-95.271975,5
1996,112+11584,112P11584,29.931725,-95.40667,5
1997,112P11584,112P11584,29.931725,-95.40667,5
1998,112+11585,112P11585,29.932340000000003,-95.39055,5
1999,112P11585,112P11585,29.932340000000003,-95.39055,5
2000,112+11587,112P11587,29.930755,-95.34362,5
2001,112P11587,112P11587,29.930755,-95.34362,5
2002,112+11588,112P11588,29.930405,-95.31713,5
2003,112P11588,112P11588,29.930405,-95.31713,5
2004,112+11589,112P11589,29.930575,-95.30115500000001,5
2005,112P11589,112P11589,29.930575,-95.30115500000001,5
2006,112+11590,112P11590,29.930565,-95.29662,5
2007,112P11590,112P11590,29.930565,-95.29662,5
2008,112+11592,112P11592,29.78169,-95.475435,1
2009,112P11592,112P11592,29.78169,-95.475435,1
2010,112+11593,112P11593,29.78946,-95.475505,1
2011,112P11593,112P11593,29.78946,-95.475505,1
2012,112+11594,112P11594,29.798715,-95.475515,1
2013,112+11595,112P11595,29.807365,-95.474915,1
2014,112+11596,112P11596,29.815634999999997,-95.47404499999999,1
2015,112P11596,112P11596,29.815634999999997,-95.47404499999999,1
2016,112+11597,112P11597,29.8217,-95.473375,1
2017,112P11597,112P11597,29.8217,-95.473375,1
2018,112+11598,112P11598,29.828545,-95.47293,1
2019,112P11598,112P11598,29.828545,-95.47293,1
2020,112+11599,112P11599,29.83704,-95.472955,1
2021,112P11599,112P11599,29.83704,-95.472955,1
2022,112+11600,112P11600,29.844975,-95.47317,1
2023,112P11600,112P11600,29.844975,-95.47317,1
2024,112+11601,112P11601,29.85612,-95.47329,9
2025,112+11602,112P11602,29.86514,-95.47304,9
2026,112P11602,112P11602,29.86514,-95.47304,9
2027,112+11603,112P11603,29.875695,-95.473285,5
2028,112P11603,112P11603,29.875695,-95.473285,5
2029,112+11604,112P11604,29.889045000000007,-95.4769,5
2030,112P11604,112P11604,29.889045000000007,-95.4769,5
2031,112+11605,112P11605,29.902415,-95.479915,9
2032,112+11606,112P11606,29.92033,-95.480585,5
2033,112+11609,112P11609,29.951965,-95.480615,5
2034,112+11610,112P11610,29.962445,-95.47526,5
2035,112P11610,112P11610,29.962445,-95.47526,5
2036,112+11614,112P11614,29.92882,-95.584745,9
2037,112+11615,112P11615,29.93875,-95.584835,9
2038,112+11619,112P11619,29.98663,-95.585675,9
2039,112P11619,112P11619,29.98663,-95.585675,9
2040,112+11620,112P11620,29.999175,-95.58514,9
2041,112P11620,112P11620,29.999175,-95.58514,9
2042,112+11623,112P11623,29.946275,-95.6388,9
2043,112P11623,112P11623,29.946275,-95.6388,9
2044,112+11624,112P11624,29.949845,-95.616825,9
2045,112P11624,112P11624,29.949845,-95.616825,9
2046,112+11628,112P11628,29.9497,-95.406875,5
2047,112P11628,112P11628,29.9497,-95.406875,5
2048,112+11629,112P11629,29.951245,-95.39175999999999,5
2049,112+11630,112P11630,29.95147,-95.37128,5
2050,112P11630,112P11630,29.95147,-95.37128,5
2051,112+11631,112P11631,29.951195000000002,-95.34490500000001,5
2052,112P11631,112P11631,29.951195000000002,-95.34490500000001,5
2053,112+11632,112P11632,29.951825,-95.31788,5
2054,112+11633,112P11633,29.9522,-95.297075,5
2055,112P11633,112P11633,29.9522,-95.297075,5
2056,112+11636,112P11636,29.920709999999996,-95.331285,5
2057,112+11637,112P11637,29.937295000000002,-95.331275,5
2058,112P11637,112P11637,29.937295000000002,-95.331275,5
2059,112+11638,112P11638,29.9482,-95.331375,5
2060,112P11638,112P11638,29.9482,-95.331375,5
2061,112+11639,112P11639,29.967745,-95.33652,5
2062,112P11639,112P11639,29.967745,-95.33652,5
2063,112+11640,112P11640,29.985405,-95.341945,5
2064,112P11640,112P11640,29.985405,-95.341945,5
2065,112+11642,112P11642,29.95728,-95.36659,5
2066,112P11642,112P11642,29.95728,-95.36659,5
2067,112+11643,112P11643,29.95822,-95.346115,5
2068,112P11643,112P11643,29.95822,-95.346115,5
2069,112+11645,112P11645,29.845635,-95.345915,5
2070,112P11645,112P11645,29.845635,-95.345915,5
2071,112+11646,112P11646,29.853795,-95.34926,5
2072,112+11647,112P11647,29.865240000000004,-95.35089,5
2073,112+11648,112P11648,29.886665,-95.35348,5
2074,112+11649,112P11649,29.907760000000003,-95.35523,5
2075,112+11650,112P11650,29.922259999999998,-95.355715,5
2076,112+11651,112P11651,29.93533,-95.356075,5
2077,112P11651,112P11651,29.93533,-95.356075,5
2078,112+11652,112P11652,29.945234999999997,-95.35728,5
2079,112P11652,112P11652,29.945234999999997,-95.35728,5
2080,112+11653,112P11653,29.954155,-95.359145,5
2081,112P11653,112P11653,29.954155,-95.359145,5
2082,112+11654,112P11654,29.961325,-95.36181,5
2083,112P11654,112P11654,29.961325,-95.36181,5
2084,112+11655,112P11655,29.98214,-95.367065,5
2085,112+11656,112P11656,30.001425,-95.37123000000001,5
2086,112+11657,112P11657,30.007805,-95.37358,5
2087,112P11657,112P11657,30.007805,-95.37358,5
2088,112+11658,112P11658,30.01591,-95.377575,5
2089,112+11659,112P11659,30.023665,-95.380615,5
2090,112P11659,112P11659,30.023665,-95.380615,5
2091,112+11667,112P11667,29.89098,-95.30922,5
2092,112P11667,112P11667,29.89098,-95.30922,5
2093,112+11668,112P11668,29.891384999999996,-95.279175,5
2094,112P11668,112P11668,29.891384999999996,-95.279175,5
2095,112+11670,112P11670,29.983185,-95.3231,5
2096,112+11671,112P11671,29.983415,-95.292225,5
2097,112P11671,112P11671,29.983415,-95.292225,5
2098,112+11673,112P11673,29.9792,-95.232985,5
2099,112+11676,112P11676,29.962215000000004,-95.42105,5
2100,112P11676,112P11676,29.962215000000004,-95.42105,5
2101,112+11677,112P11677,29.973615,-95.430075,5
2102,112P11677,112P11677,29.973615,-95.430075,5
2103,112+11679,112P11679,30.000425,-95.4577,5
2104,112+11680,112P11680,30.014754999999997,-95.469235,5
2105,112+11687,112P11687,30.092129999999997,-95.532525,9
2106,112+11694,112P11694,29.882525,-95.41720500000001,5
2107,112P11694,112P11694,29.882525,-95.41720500000001,5
2108,112+11695,112P11695,29.8932,-95.42544000000001,5
2109,112+11699,112P11699,29.954815,-95.47322,5
2110,112P11699,112P11699,29.954815,-95.47322,5
2111,112+11700,112P11700,29.97015,-95.484925,5
2112,112P11700,112P11700,29.97015,-95.484925,5
2113,112+11701,112P11701,29.98355,-95.495125,9
2114,112P11701,112P11701,29.98355,-95.495125,9
2115,112+11703,112P11703,29.91478,-95.426905,5
2116,112P11703,112P11703,29.91478,-95.426905,5
2117,112+11704,112P11704,29.915195,-95.40858,5
2118,112P11704,112P11704,29.915195,-95.40858,5
2119,112+11707,112P11707,29.94604,-95.440725,0
2120,112P11707,112P11707,29.94604,-95.440725,0
2121,112+11708,112P11708,29.945565000000002,-95.421235,0
2122,112P11708,112P11708,29.945565000000002,-95.421235,0
2123,112+11717,112P11717,29.974115,-95.51015500000001,9
2124,112+11718,112P11718,29.983515,-95.51647,9
2125,112+11724,112P11724,29.973234999999995,-95.433335,0
2126,112P11724,112P11724,29.973234999999995,-95.433335,0
2127,112+11727,112P11727,30.00504,-95.44337,0
2128,112P11727,112P11727,30.00504,-95.44337,0
2129,112+11732,112P11732,29.99647,-95.60081,9
